"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Maine"	"23"	"2015"	"2015"	"Male"	"M"	181	651257	27.8
	"Maryland"	"24"	"1999"	"1999"	"Female"	"F"	154	2716928	5.7
	"Maryland"	"24"	"1999"	"1999"	"Male"	"M"	475	2537581	18.7
	"Maryland"	"24"	"2000"	"2000"	"Female"	"F"	164	2738692	6.0
	"Maryland"	"24"	"2000"	"2000"	"Male"	"M"	459	2557794	17.9
	"Maryland"	"24"	"2001"	"2001"	"Female"	"F"	166	2779864	6.0
	"Maryland"	"24"	"2001"	"2001"	"Male"	"M"	473	2594827	18.2
	"Maryland"	"24"	"2002"	"2002"	"Female"	"F"	234	2815197	8.3
	"Maryland"	"24"	"2002"	"2002"	"Male"	"M"	489	2625192	18.6
	"Maryland"	"24"	"2003"	"2003"	"Female"	"F"	237	2843847	8.3
	"Maryland"	"24"	"2003"	"2003"	"Male"	"M"	542	2652422	20.4
	"Maryland"	"24"	"2004"	"2004"	"Female"	"F"	226	2870043	7.9
	"Maryland"	"24"	"2004"	"2004"	"Male"	"M"	450	2676892	16.8
	"Maryland"	"24"	"2005"	"2005"	"Female"	"F"	214	2891761	7.4
	"Maryland"	"24"	"2005"	"2005"	"Male"	"M"	442	2700618	16.4
	"Maryland"	"24"	"2006"	"2006"	"Female"	"F"	237	2907963	8.2
	"Maryland"	"24"	"2006"	"2006"	"Male"	"M"	525	2719404	19.3
	"Maryland"	"24"	"2007"	"2007"	"Female"	"F"	253	2920109	8.7
	"Maryland"	"24"	"2007"	"2007"	"Male"	"M"	516	2733299	18.9
	"Maryland"	"24"	"2008"	"2008"	"Female"	"F"	229	2935788	7.8
	"Maryland"	"24"	"2008"	"2008"	"Male"	"M"	464	2749177	16.9
	"Maryland"	"24"	"2009"	"2009"	"Female"	"F"	228	2960001	7.7
	"Maryland"	"24"	"2009"	"2009"	"Male"	"M"	515	2770387	18.6
	"Maryland"	"24"	"2010"	"2010"	"Female"	"F"	236	2981790	7.9
	"Maryland"	"24"	"2010"	"2010"	"Male"	"M"	414	2791762	14.8
	"Maryland"	"24"	"2011"	"2011"	"Female"	"F"	256	3007715	8.5
	"Maryland"	"24"	"2011"	"2011"	"Male"	"M"	451	2820574	16.0
	"Maryland"	"24"	"2012"	"2012"	"Female"	"F"	289	3034160	9.5
	"Maryland"	"24"	"2012"	"2012"	"Male"	"M"	542	2850403	19.0
	"Maryland"	"24"	"2013"	"2013"	"Female"	"F"	308	3054052	10.1
	"Maryland"	"24"	"2013"	"2013"	"Male"	"M"	584	2874762	20.3
	"Maryland"	"24"	"2014"	"2014"	"Female"	"F"	334	3079989	10.8
	"Maryland"	"24"	"2014"	"2014"	"Male"	"M"	736	2896418	25.4
	"Maryland"	"24"	"2015"	"2015"	"Female"	"F"	397	3095316	12.8
	"Maryland"	"24"	"2015"	"2015"	"Male"	"M"	888	2911085	30.5
	"Massachusetts"	"25"	"1999"	"1999"	"Female"	"F"	163	3274830	5.0
	"Massachusetts"	"25"	"1999"	"1999"	"Male"	"M"	325	3042515	10.7
	"Massachusetts"	"25"	"2000"	"2000"	"Female"	"F"	146	3290281	4.4
	"Massachusetts"	"25"	"2000"	"2000"	"Male"	"M"	317	3058816	10.4
	"Massachusetts"	"25"	"2001"	"2001"	"Female"	"F"	211	3312567	6.4
	"Massachusetts"	"25"	"2001"	"2001"	"Male"	"M"	478	3085067	15.5
	"Massachusetts"	"25"	"2002"	"2002"	"Female"	"F"	237	3319436	7.1
	"Massachusetts"	"25"	"2002"	"2002"	"Male"	"M"	468	3097770	15.1
	"Massachusetts"	"25"	"2003"	"2003"	"Female"	"F"	247	3320817	7.4
	"Massachusetts"	"25"	"2003"	"2003"	"Male"	"M"	576	3101748	18.6
	"Massachusetts"	"25"	"2004"	"2004"	"Female"	"F"	224	3314634	6.8
	"Massachusetts"	"25"	"2004"	"2004"	"Male"	"M"	445	3097647	14.4
	"Massachusetts"	"25"	"2005"	"2005"	"Female"	"F"	263	3309010	7.9
	"Massachusetts"	"25"	"2005"	"2005"	"Male"	"M"	517	3094280	16.7
	"Massachusetts"	"25"	"2006"	"2006"	"Female"	"F"	323	3311185	9.8
	"Massachusetts"	"25"	"2006"	"2006"	"Male"	"M"	647	3098899	20.9
	"Massachusetts"	"25"	"2007"	"2007"	"Female"	"F"	335	3321653	10.1
	"Massachusetts"	"25"	"2007"	"2007"	"Male"	"M"	587	3109906	18.9
	"Massachusetts"	"25"	"2008"	"2008"	"Female"	"F"	242	3340730	7.2
	"Massachusetts"	"25"	"2008"	"2008"	"Male"	"M"	544	3128237	17.4
	"Massachusetts"	"25"	"2009"	"2009"	"Female"	"F"	255	3365859	7.6
	"Massachusetts"	"25"	"2009"	"2009"	"Male"	"M"	561	3151754	17.8
	"Massachusetts"	"25"	"2010"	"2010"	"Female"	"F"	246	3381001	7.3
	"Massachusetts"	"25"	"2010"	"2010"	"Male"	"M"	492	3166628	15.5
	"Massachusetts"	"25"	"2011"	"2011"	"Female"	"F"	278	3397995	8.2
	"Massachusetts"	"25"	"2011"	"2011"	"Male"	"M"	579	3189541	18.2
	"Massachusetts"	"25"	"2012"	"2012"	"Female"	"F"	287	3425771	8.4
	"Massachusetts"	"25"	"2012"	"2012"	"Male"	"M"	572	3220373	17.8
	"Massachusetts"	"25"	"2013"	"2013"	"Female"	"F"	360	3448008	10.4
	"Massachusetts"	"25"	"2013"	"2013"	"Male"	"M"	721	3244816	22.2
	"Massachusetts"	"25"	"2014"	"2014"	"Female"	"F"	379	3474584	10.9
	"Massachusetts"	"25"	"2014"	"2014"	"Male"	"M"	910	3270824	27.8
	"Massachusetts"	"25"	"2015"	"2015"	"Female"	"F"	469	3498304	13.4
	"Massachusetts"	"25"	"2015"	"2015"	"Male"	"M"	1255	3296118	38.1
	"Michigan"	"26"	"1999"	"1999"	"Female"	"F"	183	5047770	3.6
	"Michigan"	"26"	"1999"	"1999"	"Male"	"M"	277	4849346	5.7
	"Michigan"	"26"	"2000"	"2000"	"Female"	"F"	201	5065349	4.0
	"Michigan"	"26"	"2000"	"2000"	"Male"	"M"	360	4873095	7.4
	"Michigan"	"26"	"2001"	"2001"	"Female"	"F"	251	5089289	4.9
	"Michigan"	"26"	"2001"	"2001"	"Male"	"M"	370	4901831	7.5
	"Michigan"	"26"	"2002"	"2002"	"Female"	"F"	294	5100171	5.8
	"Michigan"	"26"	"2002"	"2002"	"Male"	"M"	457	4915539	9.3
	"Michigan"	"26"	"2003"	"2003"	"Female"	"F"	327	5110521	6.4
	"Michigan"	"26"	"2003"	"2003"	"Male"	"M"	434	4930631	8.8
	"Michigan"	"26"	"2004"	"2004"	"Female"	"F"	332	5117929	6.5
	"Michigan"	"26"	"2004"	"2004"	"Male"	"M"	535	4937386	10.8
	"Michigan"	"26"	"2005"	"2005"	"Female"	"F"	392	5114320	7.7
	"Michigan"	"26"	"2005"	"2005"	"Male"	"M"	593	4936817	12.0
	"Michigan"	"26"	"2006"	"2006"	"Female"	"F"	455	5106621	8.9
	"Michigan"	"26"	"2006"	"2006"	"Male"	"M"	721	4929460	14.6
	"Michigan"	"26"	"2007"	"2007"	"Female"	"F"	469	5091035	9.2
	"Michigan"	"26"	"2007"	"2007"	"Male"	"M"	767	4910249	15.6
	"Michigan"	"26"	"2008"	"2008"	"Female"	"F"	496	5065899	9.8
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	743	4880990	15.2
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	544	5044338	10.8
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	885	4857253	18.2
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	606	5035526	12.0
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	788	4848114	16.3
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	567	5030242	11.3
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	819	4845945	16.9
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	575	5032849	11.4
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	733	4850511	15.1
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	632	5036338	12.5
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	921	4859284	19.0
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	714	5041414	14.2
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	1048	4868463	21.5
	"Michigan"	"26"	"2015"	"2015"	"Female"	"F"	789	5044428	15.6
	"Michigan"	"26"	"2015"	"2015"	"Male"	"M"	1191	4878148	24.4
	"Minnesota"	"27"	"1999"	"1999"	"Female"	"F"	50	2462931	2.0
	"Minnesota"	"27"	"1999"	"1999"	"Male"	"M"	86	2410550	3.6
	"Minnesota"	"27"	"2000"	"2000"	"Female"	"F"	48	2483848	1.9
	"Minnesota"	"27"	"2000"	"2000"	"Male"	"M"	82	2435631	3.4
	"Minnesota"	"27"	"2001"	"2001"	"Female"	"F"	64	2514149	2.5
	"Minnesota"	"27"	"2001"	"2001"	"Male"	"M"	121	2468647	4.9
	"Minnesota"	"27"	"2002"	"2002"	"Female"	"F"	70	2531205	2.8
	"Minnesota"	"27"	"2002"	"2002"	"Male"	"M"	131	2487730	5.3
	"Minnesota"	"27"	"2003"	"2003"	"Female"	"F"	99	2546999	3.9
	"Minnesota"	"27"	"2003"	"2003"	"Male"	"M"	147	2506573	5.9
	"Minnesota"	"27"	"2004"	"2004"	"Female"	"F"	96	2564037	3.7
	"Minnesota"	"27"	"2004"	"2004"	"Male"	"M"	154	2523676	6.1
	"Minnesota"	"27"	"2005"	"2005"	"Female"	"F"	104	2579546	4.0
	"Minnesota"	"27"	"2005"	"2005"	"Male"	"M"	178	2540052	7.0
	"Minnesota"	"27"	"2006"	"2006"	"Female"	"F"	111	2600951	4.3
	"Minnesota"	"27"	"2006"	"2006"	"Male"	"M"	200	2562604	7.8
	"Minnesota"	"27"	"2007"	"2007"	"Female"	"F"	133	2622551	5.1
	"Minnesota"	"27"	"2007"	"2007"	"Male"	"M"	208	2584652	8.0
	"Minnesota"	"27"	"2008"	"2008"	"Female"	"F"	158	2642672	6.0
	"Minnesota"	"27"	"2008"	"2008"	"Male"	"M"	226	2604346	8.7
	"Minnesota"	"27"	"2009"	"2009"	"Female"	"F"	158	2659958	5.9
	"Minnesota"	"27"	"2009"	"2009"	"Male"	"M"	261	2621245	10.0
	"Minnesota"	"27"	"2010"	"2010"	"Female"	"F"	184	2671793	6.9
	"Minnesota"	"27"	"2010"	"2010"	"Male"	"M"	213	2632132	8.1
	"Minnesota"	"27"	"2011"	"2011"	"Female"	"F"	198	2689958	7.4
	"Minnesota"	"27"	"2011"	"2011"	"Male"	"M"	313	2654903	11.8
	"Minnesota"	"27"	"2012"	"2012"	"Female"	"F"	203	2706970	7.5
	"Minnesota"	"27"	"2012"	"2012"	"Male"	"M"	279	2672169	10.4
	"Minnesota"	"27"	"2013"	"2013"	"Female"	"F"	207	2727081	7.6
	"Minnesota"	"27"	"2013"	"2013"	"Male"	"M"	316	2693299	11.7
	"Minnesota"	"27"	"2014"	"2014"	"Female"	"F"	211	2745132	7.7
	"Minnesota"	"27"	"2014"	"2014"	"Male"	"M"	306	2712041	11.3
	"Minnesota"	"27"	"2015"	"2015"	"Female"	"F"	236	2759730	8.6
	"Minnesota"	"27"	"2015"	"2015"	"Male"	"M"	345	2729864	12.6
	"Mississippi"	"28"	"1999"	"1999"	"Female"	"F"	37	1464581	2.5
	"Mississippi"	"28"	"1999"	"1999"	"Male"	"M"	50	1363827	3.7
	"Mississippi"	"28"	"2000"	"2000"	"Female"	"F"	56	1471104	3.8
	"Mississippi"	"28"	"2000"	"2000"	"Male"	"M"	58	1373554	4.2
	"Mississippi"	"28"	"2001"	"2001"	"Female"	"F"	60	1473486	4.1
	"Mississippi"	"28"	"2001"	"2001"	"Male"	"M"	109	1379508	7.9
	"Mississippi"	"28"	"2002"	"2002"	"Female"	"F"	67	1475412	4.5
	"Mississippi"	"28"	"2002"	"2002"	"Male"	"M"	116	1383269	8.4
	"Mississippi"	"28"	"2003"	"2003"	"Female"	"F"	79	1479611	5.3
	"Mississippi"	"28"	"2003"	"2003"	"Male"	"M"	128	1388701	9.2
	"Mississippi"	"28"	"2004"	"2004"	"Female"	"F"	81	1490115	5.4
	"Mississippi"	"28"	"2004"	"2004"	"Male"	"M"	143	1398895	10.2
	"Mississippi"	"28"	"2005"	"2005"	"Female"	"F"	105	1497962	7.0
	"Mississippi"	"28"	"2005"	"2005"	"Male"	"M"	143	1407981	10.2
	"Mississippi"	"28"	"2006"	"2006"	"Female"	"F"	120	1496313	8.0
	"Mississippi"	"28"	"2006"	"2006"	"Male"	"M"	219	1408665	15.5
	"Mississippi"	"28"	"2007"	"2007"	"Female"	"F"	122	1507071	8.1
	"Mississippi"	"28"	"2007"	"2007"	"Male"	"M"	192	1421279	13.5
	"Mississippi"	"28"	"2008"	"2008"	"Female"	"F"	135	1516955	8.9
	"Mississippi"	"28"	"2008"	"2008"	"Male"	"M"	168	1430851	11.7
	"Mississippi"	"28"	"2009"	"2009"	"Female"	"F"	137	1522000	9.0
	"Mississippi"	"28"	"2009"	"2009"	"Male"	"M"	186	1436774	12.9
	"Mississippi"	"28"	"2010"	"2010"	"Female"	"F"	148	1526057	9.7
	"Mississippi"	"28"	"2010"	"2010"	"Male"	"M"	186	1441240	12.9
	"Mississippi"	"28"	"2011"	"2011"	"Female"	"F"	149	1531968	9.7
	"Mississippi"	"28"	"2011"	"2011"	"Male"	"M"	153	1446544	10.6
	"Mississippi"	"28"	"2012"	"2012"	"Female"	"F"	154	1535635	10.0
	"Mississippi"	"28"	"2012"	"2012"	"Male"	"M"	156	1449291	10.8
	"Mississippi"	"28"	"2013"	"2013"	"Female"	"F"	144	1536620	9.4
	"Mississippi"	"28"	"2013"	"2013"	"Male"	"M"	172	1454587	11.8
	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	159	1539523	10.3
	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	177	1454556	12.2
	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	130	1540483	8.4
	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	221	1451850	15.2
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	90	2860166	3.1
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	186	2701782	6.9
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	115	2875034	4.0
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	188	2720177	6.9
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	143	2895476	4.9
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	208	2745666	7.6
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	157	2910476	5.4
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	259	2764349	9.4
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	200	2926556	6.8
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	322	2782847	11.6
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	210	2942685	7.1
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	338	2805056	12.0
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	233	2962870	7.9
	"Missouri"	"29"	"2005"	"2005"	"Male"	"M"	375	2827430	13.3
	"Missouri"	"29"	"2006"	"2006"	"Female"	"F"	289	2987563	9.7
	"Missouri"	"29"	"2006"	"2006"	"Male"	"M"	454	2855141	15.9
	"Missouri"	"29"	"2007"	"2007"	"Female"	"F"	290	3007493	9.6
	"Missouri"	"29"	"2007"	"2007"	"Male"	"M"	424	2880119	14.7
	"Missouri"	"29"	"2008"	"2008"	"Female"	"F"	288	3024837	9.5
	"Missouri"	"29"	"2008"	"2008"	"Male"	"M"	477	2899079	16.5
	"Missouri"	"29"	"2009"	"2009"	"Female"	"F"	317	3042021	10.4
	"Missouri"	"29"	"2009"	"2009"	"Male"	"M"	546	2919067	18.7
	"Missouri"	"29"	"2010"	"2010"	"Female"	"F"	377	3055450	12.3
	"Missouri"	"29"	"2010"	"2010"	"Male"	"M"	621	2933477	21.2
	"Missouri"	"29"	"2011"	"2011"	"Female"	"F"	386	3066254	12.6
	"Missouri"	"29"	"2011"	"2011"	"Male"	"M"	577	2944434	19.6
	"Missouri"	"29"	"2012"	"2012"	"Female"	"F"	375	3070952	12.2
	"Missouri"	"29"	"2012"	"2012"	"Male"	"M"	567	2951036	19.2
	"Missouri"	"29"	"2013"	"2013"	"Female"	"F"	433	3080214	14.1
	"Missouri"	"29"	"2013"	"2013"	"Male"	"M"	592	2963957	20.0
	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	429	3089367	13.9
	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	638	2974222	21.5
	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	445	3098627	14.4
	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	621	2985045	20.8
	"Montana"	"30"	"1999"	"1999"	"Female"	"F"	24	450543	5.3
	"Montana"	"30"	"1999"	"1999"	"Male"	"M"	17	446964	Unreliable
	"Montana"	"30"	"2000"	"2000"	"Female"	"F"	17	452715	Unreliable
	"Montana"	"30"	"2000"	"2000"	"Male"	"M"	24	449480	5.3
	"Montana"	"30"	"2001"	"2001"	"Female"	"F"	24	454683	5.3
	"Montana"	"30"	"2001"	"2001"	"Male"	"M"	32	452278	7.1
	"Montana"	"30"	"2002"	"2002"	"Female"	"F"	33	456712	7.2
	"Montana"	"30"	"2002"	"2002"	"Male"	"M"	45	454955	9.9
	"Montana"	"30"	"2003"	"2003"	"Female"	"F"	46	460116	10.0
	"Montana"	"30"	"2003"	"2003"	"Male"	"M"	47	459514	10.2
	"Montana"	"30"	"2004"	"2004"	"Female"	"F"	45	465000	9.7
	"Montana"	"30"	"2004"	"2004"	"Male"	"M"	53	465009	11.4
	"Montana"	"30"	"2005"	"2005"	"Female"	"F"	45	469780	9.6
	"Montana"	"30"	"2005"	"2005"	"Male"	"M"	51	470322	10.8
	"Montana"	"30"	"2006"	"2006"	"Female"	"F"	34	475341	7.2
	"Montana"	"30"	"2006"	"2006"	"Male"	"M"	63	477351	13.2
	"Montana"	"30"	"2007"	"2007"	"Female"	"F"	54	480939	11.2
	"Montana"	"30"	"2007"	"2007"	"Male"	"M"	71	483767	14.7
	"Montana"	"30"	"2008"	"2008"	"Female"	"F"	59	486477	12.1
	"Montana"	"30"	"2008"	"2008"	"Male"	"M"	75	489938	15.3
	"Montana"	"30"	"2009"	"2009"	"Female"	"F"	70	490122	14.3
	"Montana"	"30"	"2009"	"2009"	"Male"	"M"	72	493860	14.6
	"Montana"	"30"	"2010"	"2010"	"Female"	"F"	55	492748	11.2
	"Montana"	"30"	"2010"	"2010"	"Male"	"M"	63	496667	12.7
	"Montana"	"30"	"2011"	"2011"	"Female"	"F"	75	496966	15.1
	"Montana"	"30"	"2011"	"2011"	"Male"	"M"	66	501233	13.2
	"Montana"	"30"	"2012"	"2012"	"Female"	"F"	60	500192	12.0
	"Montana"	"30"	"2012"	"2012"	"Male"	"M"	58	504949	11.5
	"Montana"	"30"	"2013"	"2013"	"Female"	"F"	64	505367	12.7
	"Montana"	"30"	"2013"	"2013"	"Male"	"M"	73	509798	14.3
	"Montana"	"30"	"2014"	"2014"	"Female"	"F"	67	509456	13.2
	"Montana"	"30"	"2014"	"2014"	"Male"	"M"	58	514123	11.3
	"Montana"	"30"	"2015"	"2015"	"Female"	"F"	62	513619	12.1
	"Montana"	"30"	"2015"	"2015"	"Male"	"M"	76	519330	14.6
	"Nebraska"	"31"	"1999"	"1999"	"Female"	"F"	19	865531	Unreliable
	"Nebraska"	"31"	"1999"	"1999"	"Male"	"M"	20	839233	2.4
	"Nebraska"	"31"	"2000"	"2000"	"Female"	"F"	17	867912	Unreliable
	"Nebraska"	"31"	"2000"	"2000"	"Male"	"M"	29	843351	3.4
	"Nebraska"	"31"	"2001"	"2001"	"Female"	"F"	30	871208	3.4
	"Nebraska"	"31"	"2001"	"2001"	"Male"	"M"	36	848628	4.2
	"Nebraska"	"31"	"2002"	"2002"	"Female"	"F"	26	874803	3.0
	"Nebraska"	"31"	"2002"	"2002"	"Male"	"M"	40	853489	4.7
	"Nebraska"	"31"	"2003"	"2003"	"Female"	"F"	23	879362	2.6
	"Nebraska"	"31"	"2003"	"2003"	"Male"	"M"	32	859281	3.7
	"Nebraska"	"31"	"2004"	"2004"	"Female"	"F"	27	883984	3.1
	"Nebraska"	"31"	"2004"	"2004"	"Male"	"M"	32	865386	3.7
	"Nebraska"	"31"	"2005"	"2005"	"Female"	"F"	48	889468	5.4
	"Nebraska"	"31"	"2005"	"2005"	"Male"	"M"	38	872029	4.4
	"Nebraska"	"31"	"2006"	"2006"	"Female"	"F"	46	894687	5.1
	"Nebraska"	"31"	"2006"	"2006"	"Male"	"M"	45	878006	5.1
	"Nebraska"	"31"	"2007"	"2007"	"Female"	"F"	38	900106	4.2
	"Nebraska"	"31"	"2007"	"2007"	"Male"	"M"	42	883334	4.8
	"Nebraska"	"31"	"2008"	"2008"	"Female"	"F"	46	905814	5.1
	"Nebraska"	"31"	"2008"	"2008"	"Male"	"M"	48	890564	5.4
	"Nebraska"	"31"	"2009"	"2009"	"Female"	"F"	58	913619	6.3
	"Nebraska"	"31"	"2009"	"2009"	"Male"	"M"	48	899064	5.3
	"Nebraska"	"31"	"2010"	"2010"	"Female"	"F"	58	920045	6.3
	"Nebraska"	"31"	"2010"	"2010"	"Male"	"M"	59	906296	6.5
	"Nebraska"	"31"	"2011"	"2011"	"Female"	"F"	67	927392	7.2
	"Nebraska"	"31"	"2011"	"2011"	"Male"	"M"	62	915249	6.8
	"Nebraska"	"31"	"2012"	"2012"	"Female"	"F"	82	933223	8.8
	"Nebraska"	"31"	"2012"	"2012"	"Male"	"M"	64	922302	6.9
	"Nebraska"	"31"	"2013"	"2013"	"Female"	"F"	61	938690	6.5
	"Nebraska"	"31"	"2013"	"2013"	"Male"	"M"	56	929826	6.0
	"Nebraska"	"31"	"2014"	"2014"	"Female"	"F"	63	944640	6.7
	"Nebraska"	"31"	"2014"	"2014"	"Male"	"M"	62	936863	6.6
	"Nebraska"	"31"	"2015"	"2015"	"Female"	"F"	50	951022	5.3
	"Nebraska"	"31"	"2015"	"2015"	"Male"	"M"	76	945168	8.0
	"Nevada"	"32"	"1999"	"1999"	"Female"	"F"	88	949422	9.3
	"Nevada"	"32"	"1999"	"1999"	"Male"	"M"	139	985296	14.1
	"Nevada"	"32"	"2000"	"2000"	"Female"	"F"	89	980206	9.1
	"Nevada"	"32"	"2000"	"2000"	"Male"	"M"	184	1018051	18.1
	"Nevada"	"32"	"2001"	"2001"	"Female"	"F"	105	1030850	10.2
	"Nevada"	"32"	"2001"	"2001"	"Male"	"M"	156	1067549	14.6
	"Nevada"	"32"	"2002"	"2002"	"Female"	"F"	113	1069764	10.6
	"Nevada"	"32"	"2002"	"2002"	"Male"	"M"	210	1104027	19.0
	"Nevada"	"32"	"2003"	"2003"	"Female"	"F"	131	1108135	11.8
	"Nevada"	"32"	"2003"	"2003"	"Male"	"M"	211	1140715	18.5
	"Nevada"	"32"	"2004"	"2004"	"Female"	"F"	155	1156586	13.4
	"Nevada"	"32"	"2004"	"2004"	"Male"	"M"	225	1189636	18.9
	"Nevada"	"32"	"2005"	"2005"	"Female"	"F"	187	1198846	15.6
	"Nevada"	"32"	"2005"	"2005"	"Male"	"M"	270	1233297	21.9
	"Nevada"	"32"	"2006"	"2006"	"Female"	"F"	176	1243993	14.1
	"Nevada"	"32"	"2006"	"2006"	"Male"	"M"	285	1278665	22.3
	"Nevada"	"32"	"2007"	"2007"	"Female"	"F"	203	1284052	15.8
	"Nevada"	"32"	"2007"	"2007"	"Male"	"M"	296	1317020	22.5
	"Nevada"	"32"	"2008"	"2008"	"Female"	"F"	209	1310601	15.9
	"Nevada"	"32"	"2008"	"2008"	"Male"	"M"	310	1343029	23.1
	"Nevada"	"32"	"2009"	"2009"	"Female"	"F"	248	1327618	18.7
	"Nevada"	"32"	"2009"	"2009"	"Male"	"M"	302	1357047	22.3
	"Nevada"	"32"	"2010"	"2010"	"Female"	"F"	255	1336935	19.1
	"Nevada"	"32"	"2010"	"2010"	"Male"	"M"	323	1363616	23.7
	"Nevada"	"32"	"2011"	"2011"	"Female"	"F"	259	1348764	19.2
	"Nevada"	"32"	"2011"	"2011"	"Male"	"M"	380	1374558	27.6
	"Nevada"	"32"	"2012"	"2012"	"Female"	"F"	282	1367724	20.6
	"Nevada"	"32"	"2012"	"2012"	"Male"	"M"	320	1391207	23.0
	"Nevada"	"32"	"2013"	"2013"	"Female"	"F"	260	1384702	18.8
	"Nevada"	"32"	"2013"	"2013"	"Male"	"M"	354	1405434	25.2
	"Nevada"	"32"	"2014"	"2014"	"Female"	"F"	230	1412306	16.3
	"Nevada"	"32"	"2014"	"2014"	"Male"	"M"	315	1426793	22.1
	"Nevada"	"32"	"2015"	"2015"	"Female"	"F"	266	1440294	18.5
	"Nevada"	"32"	"2015"	"2015"	"Male"	"M"	353	1450551	24.3
	"New Hampshire"	"33"	"1999"	"1999"	"Female"	"F"	17	621409	Unreliable
	"New Hampshire"	"33"	"1999"	"1999"	"Male"	"M"	37	600605	6.2
	"New Hampshire"	"33"	"2000"	"2000"	"Female"	"F"	18	628099	Unreliable
	"New Hampshire"	"33"	"2000"	"2000"	"Male"	"M"	27	607687	4.4
	"New Hampshire"	"33"	"2001"	"2001"	"Female"	"F"	34	637412	5.3
	"New Hampshire"	"33"	"2001"	"2001"	"Male"	"M"	45	618105	7.3
	"New Hampshire"	"33"	"2002"	"2002"	"Female"	"F"	41	643680	6.4
	"New Hampshire"	"33"	"2002"	"2002"	"Male"	"M"	70	625409	11.2
	"New Hampshire"	"33"	"2003"	"2003"	"Female"	"F"	49	648513	7.6
	"New Hampshire"	"33"	"2003"	"2003"	"Male"	"M"	78	631327	12.4
	"New Hampshire"	"33"	"2004"	"2004"	"Female"	"F"	47	653845	7.2
	"New Hampshire"	"33"	"2004"	"2004"	"Male"	"M"	77	636276	12.1
	"New Hampshire"	"33"	"2005"	"2005"	"Female"	"F"	42	657932	6.4
	"New Hampshire"	"33"	"2005"	"2005"	"Male"	"M"	100	640560	15.6
	"New Hampshire"	"33"	"2006"	"2006"	"Female"	"F"	68	662773	10.3
	"New Hampshire"	"33"	"2006"	"2006"	"Male"	"M"	81	645616	12.5
	"New Hampshire"	"33"	"2007"	"2007"	"Female"	"F"	69	664987	10.4
	"New Hampshire"	"33"	"2007"	"2007"	"Male"	"M"	117	647553	18.1
	"New Hampshire"	"33"	"2008"	"2008"	"Female"	"F"	56	666576	8.4
	"New Hampshire"	"33"	"2008"	"2008"	"Male"	"M"	70	649330	10.8
	"New Hampshire"	"33"	"2009"	"2009"	"Female"	"F"	58	666875	8.7
	"New Hampshire"	"33"	"2009"	"2009"	"Male"	"M"	110	649227	16.9
	"New Hampshire"	"33"	"2010"	"2010"	"Female"	"F"	65	667076	9.7
	"New Hampshire"	"33"	"2010"	"2010"	"Male"	"M"	95	649394	14.6
	"New Hampshire"	"33"	"2011"	"2011"	"Female"	"F"	82	667341	12.3
	"New Hampshire"	"33"	"2011"	"2011"	"Male"	"M"	128	650853	19.7
	"New Hampshire"	"33"	"2012"	"2012"	"Female"	"F"	71	668481	10.6
	"New Hampshire"	"33"	"2012"	"2012"	"Male"	"M"	102	652237	15.6
	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	64	669746	9.6
	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	139	653713	21.3
